"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x506249783","x1401853189754925062",2021-06-07 10:47:00,"DocRyanMoore","Sunset scenes from Barnaby Head trail at New River Beach, NB..

@DestinationNB @ExploreCanada #potd @ShiftNB @CTV_Liveat5
@TourismeNB #ExploreNB @AlyseHand #Canada @fundystartshere 
@weathernetwork #NewBrunswick @CBCNB @Global_NB https://t.co/8zTaSGCeVn","Twitter for Android",229,,,,FALSE,FALSE,0,0,,,"potd ExploreNB Canada NewBrunswick",,,,,"http://pbs.twimg.com/media/E3RiBKKWYAAc6Ld.jpg","https://t.co/8zTaSGCeVn","https://twitter.com/DocRyanMoore/status/1401853189754925062/photo/1","photo","http://pbs.twimg.com/media/E3RiBKKWYAAc6Ld.jpg http://pbs.twimg.com/media/E3RiBveXEAE8jiH.jpg http://pbs.twimg.com/media/E3RiCTqXMAgMA1J.jpg http://pbs.twimg.com/media/E3RiC_cWEAESeiY.jpg","https://t.co/8zTaSGCeVn https://t.co/8zTaSGCeVn https://t.co/8zTaSGCeVn https://t.co/8zTaSGCeVn","https://twitter.com/DocRyanMoore/status/1401853189754925062/photo/1 https://twitter.com/DocRyanMoore/status/1401853189754925062/photo/1 https://twitter.com/DocRyanMoore/status/1401853189754925062/photo/1 https://twitter.com/DocRyanMoore/status/1401853189754925062/photo/1",,"x131187975 x85433682 x205289892 x106451727 x138513176 x247087954 x1496970552 x18638090 x18999877 x1299926586","DestinationNB ExploreCanada ShiftNB CTV_Liveat5 TourismeNB AlyseHand fundystartshere weathernetwork CBCNB Global_NB","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DocRyanMoore/status/1401853189754925062","Doc Moore","","SW, NB, Canada...
Dog dad to Ming & Mabel...
Addicted to sunsets and the ocean...
Instagram: @ doc_moore
#SickNotWeak
<U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6><U+0001F1E8><U+0001F1E6>",,FALSE,302,287,4,4673,7474,2012-02-27 18:57:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/506249783/1581123618","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1010290435020021760/EXLhIH0J_normal.jpg"
"x1190005609632059392","x1401853134163509255",2021-06-07 10:46:47,"a_bolore","Good morning @masterpickzbet, I'm happy I participated in yesterdays games. It came successful as usual. More wins to come Mr Albert. 
#Keepiton #TwitterBan #Nigeria #MondayMotivation #TBJoshua #TwitterSuspendBuharisAccount #June12Protest #MyTwitter #Igangan #NoVPN #Canada #VPNs https://t.co/RQuPeQwftQ","Twitter for Android",279,,,,FALSE,FALSE,0,0,,,"Keepiton TwitterBan Nigeria MondayMotivation TBJoshua TwitterSuspendBuharisAccount June12Protest MyTwitter Igangan NoVPN Canada VPNs",,,,,"http://pbs.twimg.com/media/E3Rh_fwXEAMniZY.jpg","https://t.co/RQuPeQwftQ","https://twitter.com/a_bolore/status/1401853134163509255/photo/1","photo","http://pbs.twimg.com/media/E3Rh_fwXEAMniZY.jpg","https://t.co/RQuPeQwftQ","https://twitter.com/a_bolore/status/1401853134163509255/photo/1",,"x1143758318839762944","masterpickzbet","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/a_bolore/status/1401853134163509255","Abolore","","",,FALSE,3098,2932,0,134,1,2019-10-31 20:40:38,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1190021817609728000/azolDpHP_normal.jpg"
"x2499407240","x1401853107701694464",2021-06-07 10:46:40,"kagmoodysounds","See what's the latest in the KAG Moody Sounds #ebay store. https://t.co/oPh7ONOeve #music https://t.co/WuDCKLTXBl #vinyl #vintage #rare https://t.co/xvSHFELiww #vinyladdict #vinylcommunity #vinylrecords #california #spain #italy #canada #maine #iowa #georgia #floyd","Twitter Web App",265,,,,FALSE,FALSE,0,0,,,"ebay music vinyl vintage rare vinyladdict vinylcommunity vinylrecords california spain italy canada maine iowa georgia floyd",,"ebay.com/itm/1848152844… ebay.com/itm/1848086048… ebay.com/itm/1848084547…","https://t.co/oPh7ONOeve https://t.co/WuDCKLTXBl https://t.co/xvSHFELiww","https://www.ebay.com/itm/184815284472 https://www.ebay.com/itm/184808604884 https://www.ebay.com/itm/184808454799",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kagmoodysounds/status/1401853107701694464","kagmoodysounds","Myrtle Beach, SC","This is the official page of KAG Moody Sounds. For years, we have built our reputation around providing music enthusiasts with the best quality vinyl records.","http://t.co/ZNfF6A6lHo",FALSE,1148,1621,7,6000,2102,2014-05-16 17:33:41,FALSE,"http://t.co/ZNfF6A6lHo","http://stores.ebay.com/kagmoodysounds",,"https://pbs.twimg.com/profile_banners/2499407240/1408237487","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/841424868306538496/SsjQmkk7_normal.jpg"
"x818926547272876032","x1401852759180079104",2021-06-07 10:45:17,"BenGuan6","@ankusbeniwal @ndtv #India<U+0001F1EE><U+0001F1F3>#travel<U+2708><U+FE0F> #ban to #Canada<U+0001F1E8><U+0001F1E6>&amp; most countries in the #World<U+0001F30E> #likely to get extended as India #Coronavirus<U+0001F637> variant #BlackFungus on the rise in India and #Not got better yet as More than 300 people have died &amp; spreading to other countries too! https://t.co/5j7vg1pB1d","Twitter Web App",281,"x1401555800594673666","x1334736756294385666","ankusbeniwal",FALSE,FALSE,0,0,,,"India travel ban Canada World likely Coronavirus BlackFungus Not",,"thenationalnews.com/world/asia/cov…","https://t.co/5j7vg1pB1d","https://www.thenationalnews.com/world/asia/covid-19-black-fungus-kills-more-than-300-in-india-as-other-countries-report-cases-1.1233928",,,,,,,,,"x1334736756294385666 x37034483","ankusbeniwal ndtv","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BenGuan6/status/1401852759180079104","Benjamin","","None of your Business lol <U+0001F606>",,FALSE,47,441,1,3041,2003,2017-01-10 21:04:38,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1354147837286572032/kk2JpH_I_normal.jpg"
"x818926547272876032","x1401851707621986304",2021-06-07 10:41:06,"BenGuan6","@ankusbeniwal @ndtv Actually alot of #news stations in the #World<U+0001F30E>and #Canada<U+0001F1E8><U+0001F1E6>has articles about the deadly #India<U+0001F1EE><U+0001F1F3> #Coronavirus pandemic <U+0001F637> #BlackFungus variants has risen to more than 12,000 India!! That’s why most countries has #travel ban on India. https://t.co/LCpweFhkqy","Twitter Web App",257,"x1401555800594673666","x1334736756294385666","ankusbeniwal",FALSE,FALSE,0,0,,,"news World Canada India Coronavirus BlackFungus travel",,"france24.com/en/asia-pacifi…","https://t.co/LCpweFhkqy","https://www.france24.com/en/asia-pacific/20210529-deadly-black-fungus-disease-infects-more-than-12-000-in-covid-hit-india",,,,,,,,,"x1334736756294385666 x37034483","ankusbeniwal ndtv","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/BenGuan6/status/1401851707621986304","Benjamin","","None of your Business lol <U+0001F606>",,FALSE,47,441,1,3041,2003,2017-01-10 21:04:38,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1354147837286572032/kk2JpH_I_normal.jpg"
"x2875406752","x1401852699981799424",2021-06-07 10:45:03,"ReginaSosing","@GovRonDeSantis @pepsi @GulfCoastJam @beach_panama And boxing #mayweathervspaul last night! Thank you for our full vaccination &amp; for sharing your state for us folks from #Canada https://t.co/wh70sT76AP","Twitter for iPhone",130,"x1401748915133763584","x1058807868","GovRonDeSantis",FALSE,FALSE,0,0,,,"mayweathervspaul Canada",,,,,"http://pbs.twimg.com/media/E3RhmXRWQAUtr4Y.jpg","https://t.co/wh70sT76AP","https://twitter.com/ReginaSosing/status/1401852699981799424/photo/1","photo","http://pbs.twimg.com/media/E3RhmXRWQAUtr4Y.jpg","https://t.co/wh70sT76AP","https://twitter.com/ReginaSosing/status/1401852699981799424/photo/1",,"x1058807868 x18139619 x838196394 x1338964138740027393","GovRonDeSantis pepsi GulfCoastJam beach_panama","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ReginaSosing/status/1401852699981799424","Regina, Bridge Lady","Ottawa, Ontario Canada","Partner @LinksBridges #FiberglassBridge #FiberglassWalkover #dunes. #Bridges https://t.co/879IottpMt","https://t.co/5scVaVKsVi",FALSE,737,1808,25,11244,6989,2014-11-13 17:44:08,FALSE,"https://t.co/5scVaVKsVi","http://www.linksbridges.com",,"https://pbs.twimg.com/profile_banners/2875406752/1519573396","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1319858383558758400/DHdXhDOZ_normal.jpg"
"x1233105054808166400","x1401852416509759493",2021-06-07 10:43:55,"DecodeImmigrat1","Find your dream job in #Canada with the help of #ICCRC certified #DecodeVisaExperts
Call +971 56 969 2615
#CanadaJobs #Career #CanadaWorkPermit #CanadaVisa #CanadaVisaConsultants #AbuDhabiVisaConsultants #DubaiVisaConsultants #IndiaVisaConsultants https://t.co/DCxf9Na9u8","Hootsuite Inc.",247,,,,FALSE,FALSE,0,0,,,"Canada ICCRC DecodeVisaExperts CanadaJobs Career CanadaWorkPermit CanadaVisa CanadaVisaConsultants AbuDhabiVisaConsultants DubaiVisaConsultants IndiaVisaConsultants",,,,,"http://pbs.twimg.com/media/E3RhWCgWEAAo55D.jpg","https://t.co/DCxf9Na9u8","https://twitter.com/DecodeImmigrat1/status/1401852416509759493/photo/1","photo","http://pbs.twimg.com/media/E3RhWCgWEAAo55D.jpg","https://t.co/DCxf9Na9u8","https://twitter.com/DecodeImmigrat1/status/1401852416509759493/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DecodeImmigrat1/status/1401852416509759493","Decode Immigration & Visa Services","Abu Dhabi","Expert immigration guidance, comprehensive paperwork & hassle-free application. Visa consultants in Abu Dhabi, Dubai, India, Canada & Poland.","https://t.co/Ak2Diy7zUd",FALSE,35,2,0,145,2,2020-02-27 19:02:19,FALSE,"https://t.co/Ak2Diy7zUd","http://www.decodeimmigration.com",,"https://pbs.twimg.com/profile_banners/1233105054808166400/1589287927",,"http://pbs.twimg.com/profile_images/1260852370289889280/pXdtRWYe_normal.jpg"
"x1396798855316975619","x1401852198263300096",2021-06-07 10:43:03,"PhotosFromLily","#old #office in #Guantanamo #Bay #Yukon #Canada #mondaythoughts 
#DreamJob <U+2615><U+0001F33B><U+0001F33A><U+0001F339><U+0001F490> https://t.co/8vojLAI0T9","Twitter for Android",80,,,,FALSE,FALSE,0,0,,,"old office Guantanamo Bay Yukon Canada mondaythoughts DreamJob",,,,,"http://pbs.twimg.com/media/E3RhJN6WQAYOYWd.jpg","https://t.co/8vojLAI0T9","https://twitter.com/PhotosFromLily/status/1401852198263300096/photo/1","photo","http://pbs.twimg.com/media/E3RhJN6WQAYOYWd.jpg","https://t.co/8vojLAI0T9","https://twitter.com/PhotosFromLily/status/1401852198263300096/photo/1",,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PhotosFromLily/status/1401852198263300096","Lily","a village in Canada","<U+0001F98B><U+0001FA70>I am a Lily<U+0001F45C><U+0001F47C><U+0001F3FD> #MMIWG  #RedDress Campaign <U+0001F43A>
#BLM <U+0001F43A> #IndigenousLivesMatter <U+2603><U+FE0F><U+0001F340>","https://t.co/YuUp01y3ws",FALSE,115,2340,0,924,2250,2021-05-24 12:03:23,FALSE,"https://t.co/YuUp01y3ws","http://www.taan.ca",,"https://pbs.twimg.com/profile_banners/1396798855316975619/1622935720",,"http://pbs.twimg.com/profile_images/1401746376057262086/Pi2rJtA8_normal.jpg"
"x1396798855316975619","x1401845878361444353",2021-06-07 10:17:57,"PhotosFromLily","#random <U+0001F497> #lockdown #quarantine #vaccine #Moderna #Snapchat #Video <U+0001F92D><U+0001F49C><U+2615> #Canada #Pandemic  and #Insomnia #MondayVibes <U+0001F33A><U+0001F637> https://t.co/v6q8gXV1G5","Twitter for Android",119,,,,FALSE,FALSE,0,0,,,"random lockdown quarantine vaccine Moderna Snapchat Video Canada Pandemic Insomnia MondayVibes",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1401845836959694849/pu/img/2YnxRMxvSYZPh_9q.jpg","https://t.co/v6q8gXV1G5","https://twitter.com/PhotosFromLily/status/1401845878361444353/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1401845836959694849/pu/img/2YnxRMxvSYZPh_9q.jpg","https://t.co/v6q8gXV1G5","https://twitter.com/PhotosFromLily/status/1401845878361444353/video/1",,,,"und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PhotosFromLily/status/1401845878361444353","Lily","a village in Canada","<U+0001F98B><U+0001FA70>I am a Lily<U+0001F45C><U+0001F47C><U+0001F3FD> #MMIWG  #RedDress Campaign <U+0001F43A>
#BLM <U+0001F43A> #IndigenousLivesMatter <U+2603><U+FE0F><U+0001F340>","https://t.co/YuUp01y3ws",FALSE,115,2340,0,924,2250,2021-05-24 12:03:23,FALSE,"https://t.co/YuUp01y3ws","http://www.taan.ca",,"https://pbs.twimg.com/profile_banners/1396798855316975619/1622935720",,"http://pbs.twimg.com/profile_images/1401746376057262086/Pi2rJtA8_normal.jpg"
"x153790911","x1401851821623328777",2021-06-07 10:41:34,"julielaura1","Win the #Rummikub board game @torviewtor #Canada and #USA #giveaway ends on June 20th https://t.co/3RTiBmFPmg","Twitter Web App",109,,,,FALSE,FALSE,0,0,,,"Rummikub Canada USA giveaway",,"createwithmom.com/2021/05/rummik…","https://t.co/3RTiBmFPmg","http://www.createwithmom.com/2021/05/rummikub.html",,,,,,,,,"x151950990","torviewtor","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/julielaura1/status/1401851821623328777","Julie","Oakville, Ontario","",,FALSE,348,1556,106,25029,1157,2010-06-09 13:16:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/153790911/1521648866","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/694345320109453312/Q0gkBmYe_normal.jpg"
