"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x29716612","x1401852896195534850",2021-06-07 10:45:50,"LisaJHobmanAuth","I can’t believe a week has already passed since I set off for Skye! I want to be back there! Check out Dreaming Under an Island Skye for more of this stunning Isle. #skye #inspiration #scotland #romance #friendship #selfdiscovery #travel @BoldwoodBooks https://t.co/bccH8Fx5NO https://t.co/u1Eh5NZXWa","Twitter for iPhone",276,,,,FALSE,FALSE,1,0,,,"skye inspiration scotland romance friendship selfdiscovery travel",,"mybook.to/DUAISEB","https://t.co/bccH8Fx5NO","http://mybook.to/DUAISEB","http://pbs.twimg.com/media/E3RhxukXwAErOjU.jpg","https://t.co/u1Eh5NZXWa","https://twitter.com/LisaJHobmanAuth/status/1401852896195534850/photo/1","photo","http://pbs.twimg.com/media/E3RhxukXwAErOjU.jpg","https://t.co/u1Eh5NZXWa","https://twitter.com/LisaJHobmanAuth/status/1401852896195534850/photo/1",,"x1088748842688876544","BoldwoodBooks","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LisaJHobmanAuth/status/1401852896195534850","Lisa Hobman Author <U+0001F495>","Scotland","Represented by @lblaUK Contemporary fiction author signed to @BoldwoodBooks Over active imagination and the ability to talk the hind leg off a donkey! She/her","https://t.co/nn4CYfOR8W",FALSE,3409,1910,74,37386,23220,2009-04-08 13:41:56,FALSE,"https://t.co/nn4CYfOR8W","http://www.lisajhobman.com",,"https://pbs.twimg.com/profile_banners/29716612/1620398919","http://abs.twimg.com/images/themes/theme2/bg.gif","http://pbs.twimg.com/profile_images/1370060927064768514/-hmUKM9s_normal.jpg"
"x868454154733309952","x1401852722341728262",2021-06-07 10:45:08,"EyeintheskyGla","New North Gate Development taking shape #Glasgow #Scotland @NewGorbalsHA @pagepark @ScoConstructNow @GlasgowCityDeal @ScotBusinessUK @ScotHousingNews @GlasgowCC @CCG_Scotland @homegroup #housing #gorbals #future #building #construction #ukconstruction #netzerocarbon #NetZero https://t.co/wBSC5A9AuP","Twitter for iPhone",275,,,,FALSE,FALSE,0,1,,,"Glasgow Scotland housing gorbals future building construction ukconstruction netzerocarbon NetZero",,,,,"http://pbs.twimg.com/media/E3RhnY8X0AMaxmA.jpg","https://t.co/wBSC5A9AuP","https://twitter.com/EyeintheskyGla/status/1401852722341728262/photo/1","photo","http://pbs.twimg.com/media/E3RhnY8X0AMaxmA.jpg","https://t.co/wBSC5A9AuP","https://twitter.com/EyeintheskyGla/status/1401852722341728262/photo/1",,"x4845535725 x54165485 x425815735 x738644186484867072 x860137107179884544 x137970851 x16416978 x443131184 x207470482","NewGorbalsHA pagepark ScoConstructNow GlasgowCityDeal ScotBusinessUK ScotHousingNews GlasgowCC CCG_Scotland homegroup","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/791e00bcadc4615f.json","Glasgow","Glasgow, Scotland","city","United Kingdom","GB","NA NA","NA NA","-4.3932845 -4.0902182 -4.0902182 -4.3932845 55.796184 55.796184 55.9204214 55.9204214","https://twitter.com/EyeintheskyGla/status/1401852722341728262","Màde ìn Scotlànd","Glascovia, Caledonia.","“we capture and publish our copyright aerial views for the enjoyment of others” @crazy4drones #drone #insurance","https://t.co/VARDpJL0M6",FALSE,1802,1694,9,4503,1872,2017-05-27 13:09:40,FALSE,"https://t.co/VARDpJL0M6","http://www.eyeintheskyglasgow.com",,"https://pbs.twimg.com/profile_banners/868454154733309952/1613469564",,"http://pbs.twimg.com/profile_images/1338948238762799105/n6x5vzv5_normal.jpg"
"x373452675","x1401852699386290177",2021-06-07 10:45:03,"digitfyi","<U+0001F510> Despite various cybersecurity tools being offered to Scottish businesses, there are still gaps in the country’s preparedness for cyberattacks <U+2620><U+FE0F>

Find out more <U+0001F447> 

https://t.co/2I9AMSwd5d

#CyberSecurity | #Business | #Scotland https://t.co/wK3EcDBwug","Buffer",229,,,,FALSE,FALSE,0,0,,,"CyberSecurity Business Scotland",,"digit.fyi/new-research-c…","https://t.co/2I9AMSwd5d","https://digit.fyi/new-research-casts-doubts-on-scottish-cyber-resilience/","http://pbs.twimg.com/media/E3RhmWxXMAA7OQ4.jpg","https://t.co/wK3EcDBwug","https://twitter.com/digitfyi/status/1401852699386290177/photo/1","photo","http://pbs.twimg.com/media/E3RhmWxXMAA7OQ4.jpg","https://t.co/wK3EcDBwug","https://twitter.com/digitfyi/status/1401852699386290177/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/digitfyi/status/1401852699386290177","DIGIT","Edinburgh","<U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> Industry-leading news & events for Scotland’s IT & digital #technology sector

<U+0001F4BE> DIGIT events have gone virtual!","https://t.co/Zx9uBJ7lHb",FALSE,7860,2601,214,21680,6202,2011-09-14 16:11:58,FALSE,"https://t.co/Zx9uBJ7lHb","http://www.digit.fyi",,"https://pbs.twimg.com/profile_banners/373452675/1584459610","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1210514975560740867/jBHht7RR_normal.jpg"
"x373452675","x1401845158308683778",2021-06-07 10:15:05,"digitfyi","<U+0001F449> In case you missed it, the May edition of DIGIT’s Movers and Shakers column explores the latest recruitment news from across Scotland’s digital technology sector. <U+0001F3E2>

Read the column here <U+0001F447> 

https://t.co/GggpHhRRgE

#Technology | #Business | #Scotland https://t.co/Zyf291bJgt","Buffer",253,,,,FALSE,FALSE,0,0,,,"Technology Business Scotland",,"digit.fyi/digit-movers-a…","https://t.co/GggpHhRRgE","https://digit.fyi/digit-movers-and-shakers-may-2021-edition/","http://pbs.twimg.com/media/E3Ravc9WYAQ7zFr.jpg","https://t.co/Zyf291bJgt","https://twitter.com/digitfyi/status/1401845158308683778/photo/1","photo","http://pbs.twimg.com/media/E3Ravc9WYAQ7zFr.jpg","https://t.co/Zyf291bJgt","https://twitter.com/digitfyi/status/1401845158308683778/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/digitfyi/status/1401845158308683778","DIGIT","Edinburgh","<U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> Industry-leading news & events for Scotland’s IT & digital #technology sector

<U+0001F4BE> DIGIT events have gone virtual!","https://t.co/Zx9uBJ7lHb",FALSE,7860,2601,214,21680,6202,2011-09-14 16:11:58,FALSE,"https://t.co/Zx9uBJ7lHb","http://www.digit.fyi",,"https://pbs.twimg.com/profile_banners/373452675/1584459610","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1210514975560740867/jBHht7RR_normal.jpg"
"x373452675","x1401848931588452356",2021-06-07 10:30:05,"digitfyi","<U+0001F4A1> Thousands more people across Scotland are set to receive online skills and training as part of the Connecting Scotland programme <U+0001F4A1>

Find out how the initiative is boosting digital accessibility <U+0001F447>

#Scotland | #News | #Skills

https://t.co/uCPrHFVYz9","Buffer",251,,,,FALSE,FALSE,0,0,,,"Scotland News Skills",,"digit.fyi/connecting-sco…","https://t.co/uCPrHFVYz9","https://www.digit.fyi/connecting-scotland-programme-digital-skills-training/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/digitfyi/status/1401848931588452356","DIGIT","Edinburgh","<U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> Industry-leading news & events for Scotland’s IT & digital #technology sector

<U+0001F4BE> DIGIT events have gone virtual!","https://t.co/Zx9uBJ7lHb",FALSE,7860,2601,214,21680,6202,2011-09-14 16:11:58,FALSE,"https://t.co/Zx9uBJ7lHb","http://www.digit.fyi",,"https://pbs.twimg.com/profile_banners/373452675/1584459610","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1210514975560740867/jBHht7RR_normal.jpg"
"x206230316","x1401851854951223300",2021-06-07 10:41:42,"cjamoloney","Stopped off for a look around Urquhart Castle overlooking Loch Ness yesterday. Spectacular! #archaeology #scotland https://t.co/QmvcLbRUvv","Twitter for iPhone",114,,,,FALSE,FALSE,0,0,,,"archaeology scotland",,,,,"http://pbs.twimg.com/media/E3Rg0eNXIAgS4Yz.jpg","https://t.co/QmvcLbRUvv","https://twitter.com/cjamoloney/status/1401851854951223300/photo/1","photo","http://pbs.twimg.com/media/E3Rg0eNXIAgS4Yz.jpg","https://t.co/QmvcLbRUvv","https://twitter.com/cjamoloney/status/1401851854951223300/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cjamoloney/status/1401851854951223300","colm moloney","Edinburgh, Scotland","Irish Archaeologist living in Scotland, founder of Rubicon Heritage Services Ltd and Red River Archaeology Ltd! Munster Rugby and Boroughmuir RFC supporter","https://t.co/GZLHOyK7M4",FALSE,1557,1207,62,5555,785,2010-10-22 14:50:01,FALSE,"https://t.co/GZLHOyK7M4","http://www.moloneyarchaeology.com",,"https://pbs.twimg.com/profile_banners/206230316/1593883339","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1267424436388495363/qOHMNga-_normal.jpg"
"x155576163","x1401851683345506306",2021-06-07 10:41:01,"HeritageFundUK","Today we’re highlighting #NationalLottery Open Week offers across #Scotland @HeritageFundSCO. 

Check out this thread to see more <U+0001F447> #ThanksToYou #HeritageIsOpen (1/7) https://t.co/Pg6Jn3bAhe","Twitter Web App",166,,,,FALSE,FALSE,2,0,,,"NationalLottery Scotland ThanksToYou HeritageIsOpen",,,,,"http://pbs.twimg.com/media/E3RgHkXWYAIZba1.jpg","https://t.co/Pg6Jn3bAhe","https://twitter.com/HeritageFundUK/status/1401851683345506306/photo/1","photo","http://pbs.twimg.com/media/E3RgHkXWYAIZba1.jpg","https://t.co/Pg6Jn3bAhe","https://twitter.com/HeritageFundUK/status/1401851683345506306/photo/1",,"x1670517060","HeritageFundSCO","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HeritageFundUK/status/1401851683345506306","National Lottery Heritage Fund","","Awarding @TNLUK & Government funds to help inspire, lead & resource the UK’s heritage.

This account is monitored Mon - Fri 9-5. #NationalLotteryHeritageFund","https://t.co/xtLrPeQyi3",FALSE,45966,3275,499,27275,84780,2010-06-14 14:26:41,FALSE,"https://t.co/xtLrPeQyi3","http://www.heritagefund.org.uk",,"https://pbs.twimg.com/profile_banners/155576163/1621331748","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1326804349834637317/teKW0u7A_normal.jpg"
"x213784978","x1401851335587344389",2021-06-07 10:39:38,"HappyHuckleB","@BearGrylls Happy Birthday Buddy! All the best for you and your family! #NeverGiveUp #BearGryllsSurvivalAcademy #Scotland https://t.co/vbawb58juy","Twitter for Android",121,,"x41692369","BearGrylls",FALSE,FALSE,0,0,,,"NeverGiveUp BearGryllsSurvivalAcademy Scotland",,,,,"http://pbs.twimg.com/media/E3RgW59XEAAmqpo.jpg","https://t.co/vbawb58juy","https://twitter.com/HappyHuckleB/status/1401851335587344389/photo/1","photo","http://pbs.twimg.com/media/E3RgW59XEAAmqpo.jpg","https://t.co/vbawb58juy","https://twitter.com/HappyHuckleB/status/1401851335587344389/photo/1",,"x41692369","BearGrylls","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HappyHuckleB/status/1401851335587344389","Happy","","<U+0001F49A> Adventurer <U+0001F49A>",,FALSE,36,54,1,140,121,2010-11-09 20:02:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/213784978/1614843691","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1209808326218964993/QSKf2iUH_normal.jpg"
"x923268107938029570","x1401850359413366792",2021-06-07 10:35:45,"MagicModular","On Saturday we were shooting our new promo video at @rogartstreetcampus We had loads of fun setting up, acting out for the camera. Here is some sneak peek behind-the-scenes pics. #TeamMagic #MagicModular #Glasgow #rogartstreetcampus #backstage #videoshooting #Scotland https://t.co/UzHhTFtwR6","Twitter Web App",268,,,,FALSE,FALSE,0,0,,,"TeamMagic MagicModular Glasgow rogartstreetcampus backstage videoshooting Scotland",,,,,"http://pbs.twimg.com/media/E3RfCkwXMAUUAL5.jpg","https://t.co/UzHhTFtwR6","https://twitter.com/MagicModular/status/1401850359413366792/photo/1","photo","http://pbs.twimg.com/media/E3RfCkwXMAUUAL5.jpg http://pbs.twimg.com/media/E3RfEpLWEAAtLgw.jpg http://pbs.twimg.com/media/E3RfGMzXMAUyZJi.jpg http://pbs.twimg.com/media/E3RfHgQXwAIR408.jpg","https://t.co/UzHhTFtwR6 https://t.co/UzHhTFtwR6 https://t.co/UzHhTFtwR6 https://t.co/UzHhTFtwR6","https://twitter.com/MagicModular/status/1401850359413366792/photo/1 https://twitter.com/MagicModular/status/1401850359413366792/photo/1 https://twitter.com/MagicModular/status/1401850359413366792/photo/1 https://twitter.com/MagicModular/status/1401850359413366792/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MagicModular/status/1401850359413366792","Magic Modular®","United Kingdom","We design and manufacture #ModularExhibitionStands #ExhibitionStands #PortableExibitionStands #ReusableExhibitionStands #ToolLessExhibitionStands","https://t.co/PR17QAEFSG",FALSE,71,617,1,227,42,2017-10-25 19:20:45,FALSE,"https://t.co/PR17QAEFSG","http://www.magicmodular.co.uk",,"https://pbs.twimg.com/profile_banners/923268107938029570/1529917522","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1011165348664619008/sw8P0CRn_normal.jpg"
"x263807068","x1401849940385714176",2021-06-07 10:34:05,"jwilliamsonpix","A portrait of @wildforest_matt for Saturday's  #ScottishDailyMail shot near Barr in South Ayrshire for @GavinMadeley article on the reforestation in #Scotland https://t.co/KzjQE5qRxp","Twitter Web App",158,,,,FALSE,FALSE,1,0,,,"ScottishDailyMail Scotland",,,,,"http://pbs.twimg.com/media/E3RfC2YXEAQvdBY.jpg","https://t.co/KzjQE5qRxp","https://twitter.com/jwilliamsonpix/status/1401849940385714176/photo/1","photo","http://pbs.twimg.com/media/E3RfC2YXEAQvdBY.jpg http://pbs.twimg.com/media/E3RfC2VXwAEo0X1.jpg http://pbs.twimg.com/media/E3RfC2cWQAAeyB2.jpg","https://t.co/KzjQE5qRxp https://t.co/KzjQE5qRxp https://t.co/KzjQE5qRxp","https://twitter.com/jwilliamsonpix/status/1401849940385714176/photo/1 https://twitter.com/jwilliamsonpix/status/1401849940385714176/photo/1 https://twitter.com/jwilliamsonpix/status/1401849940385714176/photo/1",,"x777448561407590400 x2236276694","wildforest_matt GavinMadeley","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jwilliamsonpix/status/1401849940385714176","williamson","Scotland","","https://t.co/v76IzT7qRe",FALSE,342,337,5,897,852,2011-03-10 19:41:55,FALSE,"https://t.co/v76IzT7qRe","http://jamiewilliamson.com",,"https://pbs.twimg.com/profile_banners/263807068/1421920125","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1309869871291863040/fbZRGb9x_normal.jpg"
"x698150276205842432","x1401848990237442050",2021-06-07 10:30:19,"ScotEntNews","NEWS: @scotent interim CEO, Linda Hanna welcomes @EY_Scotland's 2021 Annual Attractiveness Survey that confirms #Scotland is yet again the most attractiveness location for inward investment in the UK outside of London! https://t.co/6x6bIBYNfA #ScotlandisNow #FDI #Business","Hootsuite Inc.",272,,,,FALSE,FALSE,2,1,,,"Scotland ScotlandisNow FDI Business",,"bit.ly/2Ruonut","https://t.co/6x6bIBYNfA","https://bit.ly/2Ruonut",,,,,,,,,"x19239595 x1910659681","scotent EY_Scotland","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ScotEntNews/status/1401848990237442050","Scot Enterprise News","Scotland, United Kingdom","News & insights from the Scottish Enterprise comms team. Please direct all media enquiries to pressoffice@scotent.co.uk. Follow @scotent for business support.","https://t.co/2ZofhFc2nk",FALSE,5641,851,91,9408,1847,2016-02-12 14:22:51,FALSE,"https://t.co/2ZofhFc2nk","http://www.scottish-enterprise.presscentre.com",,"https://pbs.twimg.com/profile_banners/698150276205842432/1560240559","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/698152031085789184/kPPmBz07_normal.jpg"
"x1397473925886619649","x1401848915339661312",2021-06-07 10:30:01,"WillRossUK","'A Bridge To Nowhere' - entirely surrounded by sand at low tide; and by water at high tide. 
#photography #scotland #longexposure

© 2011 https://t.co/XusEYbmfvn","Twitter Web App",137,,,,FALSE,FALSE,0,0,,,"photography scotland longexposure",,,,,"http://pbs.twimg.com/media/E3ReCkCXEAEOWGI.jpg","https://t.co/XusEYbmfvn","https://twitter.com/WillRossUK/status/1401848915339661312/photo/1","photo","http://pbs.twimg.com/media/E3ReCkCXEAEOWGI.jpg","https://t.co/XusEYbmfvn","https://twitter.com/WillRossUK/status/1401848915339661312/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WillRossUK/status/1401848915339661312","Will Ross","United Kingdom","Recently retired health professional; now enjoying a very simple life - reading, writing, thinking and a lot of listening.",,FALSE,25,60,0,81,270,2021-05-26 08:45:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/1397473925886619649/1622123321",,"http://pbs.twimg.com/profile_images/1397511988583014411/_mM6RhdH_normal.jpg"
"x3233798720","x1401848706446548994",2021-06-07 10:29:11,"stigcocard","@ScotlandNT one week today guys and full country will be bouncing Mon the Scotland <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F60E><U+0001F44C> #EURO2020 #SCO #Scotland","Twitter for Android",152,,"x3169667811","ScotlandNT",FALSE,FALSE,0,0,,,"EURO2020 SCO Scotland",,,,,,,,,,,,,"x3169667811","ScotlandNT","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/stigcocard/status/1401848706446548994","John Hamilton","Scotland, United Kingdom","Singer songwriter from Ayrshire Scotland <U+0001F3B6><U+0001F3B8><U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F><U+0001F60E><U+0001F44C>

https://t.co/TkzSeIhEvt","https://t.co/PoBWYbrs8H",FALSE,1346,3475,13,7398,20269,2015-06-02 17:11:26,FALSE,"https://t.co/PoBWYbrs8H","https://www.youtube.com/user/stigcocard",,"https://pbs.twimg.com/profile_banners/3233798720/1604754372","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1392102149941760002/f-pSCJ-m_normal.jpg"
"x526497760","x1401848682950053894",2021-06-07 10:29:05,"TheLondonTree","Visit THE LONDON TREE ENTERTAINMENT website {https://t.co/Vbr3v7Jaeh } ||#celebritynews #entertainmentnews #londonislovinit #hollywood #newyork #films #latestnews #worldnews #worldcinema #TMZ #londonbloggers #londonvlogger #LONDON #england #Ireland #Wales #Scotland #Gamedev","IFTTT",274,,,,FALSE,FALSE,0,0,,,"celebritynews entertainmentnews londonislovinit hollywood newyork films latestnews worldnews worldcinema TMZ londonbloggers londonvlogger LONDON england Ireland Wales Scotland Gamedev",,"ift.tt/1E2ZHW4","https://t.co/Vbr3v7Jaeh","https://ift.tt/1E2ZHW4",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TheLondonTree/status/1401848682950053894","The London Tree Entertainment <U+0001F4FD><U+0001F3AC>","","SUBSCRIBE {https://t.co/W7lIWuBfvQ} Entertainment News From Nearly All Around The World.","https://t.co/xCqXAt1sMP",FALSE,2635,61,0,117939,34532,2012-03-16 15:20:42,FALSE,"https://t.co/xCqXAt1sMP","http://www.thelondontree.com",,"https://pbs.twimg.com/profile_banners/526497760/1586430183","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1248199614869602305/tof8CldN_normal.jpg"
"x2394058932","x1401848459070746626",2021-06-07 10:28:12,"imaginealba","Late wild orchid tweet #wildflowerhour #marshorchid #argyll #Scotland https://t.co/4CPWmEhuZf","Twitter for iPhone",69,,,,FALSE,FALSE,0,0,,,"wildflowerhour marshorchid argyll Scotland",,,,,"http://pbs.twimg.com/media/E3Rdu7wWUAIaJ4B.jpg","https://t.co/4CPWmEhuZf","https://twitter.com/imaginealba/status/1401848459070746626/photo/1","photo","http://pbs.twimg.com/media/E3Rdu7wWUAIaJ4B.jpg","https://t.co/4CPWmEhuZf","https://twitter.com/imaginealba/status/1401848459070746626/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/imaginealba/status/1401848459070746626","Imagine Alba","Oban, Scotland","Michelle & Rab bring #Scotland to you. Find your Scottish soul! <U+0001F3F4><U+000E0067><U+000E0062><U+000E0073><U+000E0063><U+000E0074><U+000E007F> 5 star Tour guides based in #Oban #Argyll #ImagineAlba","https://t.co/odLNjlqVKw",FALSE,1170,967,17,3121,5750,2014-03-17 09:04:15,FALSE,"https://t.co/odLNjlqVKw","http://www.imaginealba.com",,"https://pbs.twimg.com/profile_banners/2394058932/1606656258","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1312059882670088193/e4BC3dRk_normal.jpg"
"x861947035","x1401847653042835461",2021-06-07 10:25:00,"AppliedArtsScot","#MakeWorksScotland's 'Materialising Circularity' 
will discuss transition to #circular models in #Scotland's #making &amp; #manufacturing community. 

Contributors: @KalopsiaC @edintoollibrary @over_theriver @redfishnat 

16:00, 10/06/21, part of @ArchiFringe

https://t.co/mRS4dUM0yv","Twitter Web App",284,,,,FALSE,FALSE,3,3,,,"MakeWorksScotland circular Scotland making manufacturing",,"…-make-works-scotland.eventbrite.co.uk","https://t.co/mRS4dUM0yv","https://materialising-circularity-make-works-scotland.eventbrite.co.uk",,,,,,,,,"x885141030 x876068109957857280 x367140992 x16366218 x3290045200","KalopsiaC edintoollibrary over_theriver redfishnat ArchiFringe","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AppliedArtsScot/status/1401847653042835461","AppliedArtsScotland","Scotland","Membership org run by makers for makers giving an authentic, collective & professional voice to the sector & delivering tangible benefits. Tweets @helenvoce.","https://t.co/1C6u0MDb40",FALSE,3532,2935,60,6126,5406,2012-10-04 19:46:29,FALSE,"https://t.co/1C6u0MDb40","http://appliedartsscotland.org.uk",,"https://pbs.twimg.com/profile_banners/861947035/1544598729","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072755315467276288/1kuswoDc_normal.jpg"
"x875386986177208322","x1401847413778886661",2021-06-07 10:24:03,"lille_ulven","City of Oban and McCraig's Tower, Scotland
Read the story of the day on my blog: https://t.co/Bbl3y71Cd3

#Scotland #ThePhotoHour #cityscape #travel #TravelBlog https://t.co/3p2yFt3E6t","Buffer",160,,,,FALSE,FALSE,1,0,,,"Scotland ThePhotoHour cityscape travel TravelBlog",,"buff.ly/2uS7mLX","https://t.co/Bbl3y71Cd3","https://buff.ly/2uS7mLX","http://pbs.twimg.com/media/E3RcytSXIAYUI7A.jpg","https://t.co/3p2yFt3E6t","https://twitter.com/lille_ulven/status/1401847413778886661/photo/1","photo","http://pbs.twimg.com/media/E3RcytSXIAYUI7A.jpg","https://t.co/3p2yFt3E6t","https://twitter.com/lille_ulven/status/1401847413778886661/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lille_ulven/status/1401847413778886661","Wiebke Schröder","Norwegen","<U+0001F4F7> Photographer on two wheels.","https://t.co/hry8lSZBRJ",FALSE,697,817,10,3594,4137,2017-06-15 16:18:16,FALSE,"https://t.co/hry8lSZBRJ","http://www.lilleulven.com",,"https://pbs.twimg.com/profile_banners/875386986177208322/1538498419","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1270821708791009281/3d6rQhhM_normal.jpg"
